X,uh,vh,Vh,ph,Y,uv,vv,Vv,pv
0.031,0.454,-0.061,0.459,3.712,0.031,0.31878,-0.16172,0.357,3.5724
0.031,0.453,-0.061,0.458,3.711,0.031,0.31906,-0.16186,0.358,3.5727
0.031,0.453,-0.062,0.457,3.711,0.031,0.31934,-0.162,0.358,3.573
0.031,0.452,-0.062,0.456,3.710,0.031,0.31962,-0.16215,0.358,3.5734
0.031,0.451,-0.062,0.455,3.709,0.031,0.31989,-0.16229,0.359,3.5737
0.032,0.450,-0.062,0.454,3.709,0.032,0.32017,-0.16243,0.359,3.574
0.032,0.449,-0.063,0.453,3.708,0.032,0.32045,-0.16257,0.359,3.5744
0.032,0.448,-0.063,0.452,3.708,0.032,0.32073,-0.16272,0.360,3.5747
0.032,0.447,-0.063,0.451,3.707,0.032,0.321,-0.16286,0.360,3.575
0.032,0.446,-0.063,0.450,3.707,0.032,0.32128,-0.163,0.360,3.5753
0.032,0.445,-0.064,0.449,3.706,0.032,0.32156,-0.16314,0.361,3.5757
0.032,0.444,-0.064,0.448,3.706,0.032,0.32184,-0.16329,0.361,3.576
0.032,0.443,-0.064,0.448,3.705,0.032,0.32212,-0.16343,0.361,3.5763
0.032,0.442,-0.064,0.447,3.704,0.032,0.32239,-0.16357,0.362,3.5766
0.032,0.441,-0.065,0.446,3.704,0.032,0.32267,-0.16371,0.362,3.577
0.033,0.440,-0.065,0.445,3.703,0.033,0.32295,-0.16385,0.362,3.5773
0.033,0.439,-0.065,0.444,3.703,0.033,0.32323,-0.164,0.362,3.5776
0.033,0.438,-0.065,0.443,3.702,0.033,0.3235,-0.16414,0.363,3.578
0.033,0.437,-0.066,0.442,3.702,0.033,0.32378,-0.16428,0.363,3.5783
0.033,0.436,-0.066,0.441,3.701,0.033,0.32406,-0.16442,0.363,3.5786
0.033,0.435,-0.066,0.440,3.701,0.033,0.32434,-0.16457,0.364,3.5789
0.033,0.434,-0.066,0.439,3.700,0.033,0.32462,-0.16471,0.364,3.5793
0.033,0.433,-0.067,0.438,3.699,0.033,0.32489,-0.16485,0.364,3.5796
0.033,0.432,-0.067,0.437,3.699,0.033,0.32517,-0.16499,0.365,3.5799
0.033,0.431,-0.067,0.437,3.698,0.033,0.32545,-0.16514,0.365,3.5802
0.034,0.430,-0.067,0.436,3.698,0.034,0.32573,-0.16528,0.365,3.5806
0.034,0.429,-0.068,0.435,3.697,0.034,0.326,-0.16542,0.366,3.5809
0.034,0.428,-0.068,0.434,3.697,0.034,0.32628,-0.16556,0.366,3.5812
0.034,0.428,-0.068,0.433,3.696,0.034,0.32656,-0.1657,0.366,3.5816
0.034,0.427,-0.068,0.432,3.696,0.034,0.32684,-0.16585,0.367,3.5819
0.034,0.426,-0.069,0.431,3.695,0.034,0.32712,-0.16599,0.367,3.5822
0.034,0.425,-0.069,0.430,3.694,0.034,0.32739,-0.16613,0.367,3.5825
0.034,0.424,-0.069,0.429,3.694,0.034,0.32767,-0.16627,0.367,3.5829
0.034,0.423,-0.069,0.428,3.693,0.034,0.32795,-0.16642,0.368,3.5832
0.034,0.422,-0.070,0.427,3.693,0.034,0.32823,-0.16656,0.368,3.5835
0.035,0.421,-0.070,0.427,3.692,0.035,0.3285,-0.1667,0.368,3.5838
0.035,0.420,-0.070,0.426,3.692,0.035,0.32878,-0.16684,0.369,3.5842
0.035,0.419,-0.070,0.425,3.691,0.035,0.32906,-0.16699,0.369,3.5845
0.035,0.418,-0.071,0.424,3.691,0.035,0.32934,-0.16713,0.369,3.5848
0.035,0.417,-0.071,0.423,3.690,0.035,0.32961,-0.16727,0.370,3.5852
0.035,0.416,-0.071,0.422,3.689,0.035,0.32989,-0.16741,0.370,3.5855
0.035,0.415,-0.071,0.421,3.689,0.035,0.33001,-0.16729,0.370,3.5859
0.035,0.414,-0.072,0.421,3.689,0.035,0.33013,-0.16718,0.370,3.5863
0.035,0.414,-0.072,0.420,3.688,0.035,0.33025,-0.16706,0.370,3.5866
0.035,0.413,-0.072,0.419,3.688,0.035,0.33036,-0.16694,0.370,3.587
0.036,0.412,-0.073,0.418,3.687,0.036,0.33048,-0.16682,0.370,3.5874
0.036,0.411,-0.073,0.418,3.687,0.036,0.3306,-0.1667,0.370,3.5878
0.036,0.411,-0.073,0.417,3.687,0.036,0.33072,-0.16658,0.370,3.5882
0.036,0.410,-0.073,0.416,3.686,0.036,0.33083,-0.16646,0.370,3.5886
0.036,0.409,-0.074,0.416,3.686,0.036,0.33095,-0.16635,0.370,3.589
0.036,0.408,-0.074,0.415,3.685,0.036,0.33107,-0.16623,0.370,3.5893
0.036,0.408,-0.074,0.414,3.685,0.036,0.33119,-0.16611,0.371,3.5897
0.036,0.407,-0.075,0.414,3.685,0.036,0.3313,-0.16599,0.371,3.5901
0.036,0.406,-0.075,0.413,3.684,0.036,0.33142,-0.16587,0.371,3.5905
0.036,0.405,-0.075,0.412,3.684,0.036,0.33154,-0.16575,0.371,3.5909
0.037,0.404,-0.075,0.411,3.683,0.037,0.33166,-0.16564,0.371,3.5913
0.037,0.404,-0.076,0.411,3.683,0.037,0.33177,-0.16552,0.371,3.5917
0.037,0.403,-0.076,0.410,3.683,0.037,0.33189,-0.1654,0.371,3.592
0.037,0.402,-0.076,0.409,3.682,0.037,0.33201,-0.16528,0.371,3.5924
0.037,0.401,-0.076,0.409,3.682,0.037,0.33213,-0.16516,0.371,3.5928
0.037,0.401,-0.077,0.408,3.681,0.037,0.33224,-0.16504,0.371,3.5932
0.037,0.400,-0.077,0.407,3.681,0.037,0.33236,-0.16492,0.371,3.5936
0.037,0.399,-0.077,0.407,3.680,0.037,0.33248,-0.16481,0.371,3.594
0.037,0.398,-0.078,0.406,3.680,0.037,0.3326,-0.16469,0.371,3.5944
0.037,0.398,-0.078,0.405,3.680,0.037,0.33271,-0.16457,0.371,3.5948
0.038,0.397,-0.078,0.404,3.679,0.038,0.33283,-0.16445,0.371,3.5951
0.038,0.396,-0.078,0.404,3.679,0.038,0.33295,-0.16433,0.371,3.5955
0.038,0.395,-0.079,0.403,3.678,0.038,0.33307,-0.16421,0.371,3.5959
0.038,0.394,-0.079,0.402,3.678,0.038,0.33318,-0.16409,0.371,3.5963
0.038,0.394,-0.079,0.402,3.678,0.038,0.3333,-0.16398,0.371,3.5967
0.038,0.393,-0.080,0.401,3.677,0.038,0.33342,-0.16386,0.372,3.5971
0.038,0.392,-0.080,0.400,3.677,0.038,0.33354,-0.16374,0.372,3.5975
0.038,0.391,-0.080,0.400,3.676,0.038,0.33365,-0.16362,0.372,3.5978
0.038,0.391,-0.080,0.399,3.676,0.038,0.33377,-0.1635,0.372,3.5982
0.038,0.390,-0.081,0.398,3.676,0.038,0.33389,-0.16338,0.372,3.5986
0.039,0.389,-0.081,0.397,3.675,0.039,0.33401,-0.16326,0.372,3.599
0.039,0.388,-0.081,0.397,3.675,0.039,0.33412,-0.16315,0.372,3.5994
0.039,0.388,-0.082,0.396,3.674,0.039,0.33424,-0.16303,0.372,3.5998
0.039,0.387,-0.082,0.395,3.674,0.039,0.33436,-0.16291,0.372,3.6002
0.039,0.386,-0.082,0.395,3.674,0.039,0.33448,-0.16279,0.372,3.6005
0.039,0.385,-0.082,0.394,3.673,0.039,0.33459,-0.16267,0.372,3.6009
0.039,0.384,-0.083,0.393,3.673,0.039,0.33471,-0.16255,0.372,3.6013
0.039,0.384,-0.083,0.393,3.672,0.039,0.33483,-0.16243,0.372,3.6017
0.039,0.383,-0.083,0.392,3.672,0.039,0.33495,-0.16232,0.372,3.6021
